intersection_id,time,hour,minute,flow,speed,occupancy,queue_length,signal_phase,green_time,cycle_length,lane_num,is_peak,peak_sensitivity,weather,has_bus_stop,near_school_hospital,target_queue
A,2026-06-01 09:05:00,9,5,405.9,34.95,0.598,0.0,3,52.65,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 09:10:00,9,10,379.57,33.63,0.657,0.0,2,43.71,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 09:15:00,9,15,443.94,31.87,0.679,0.0,3,40.12,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 09:20:00,9,20,407.64,36.72,0.67,0.0,4,44.36,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 09:25:00,9,25,403.0,36.7,0.643,0.0,1,38.39,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 09:30:00,9,30,410.72,36.79,0.679,0.0,2,36.44,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 09:35:00,9,35,421.55,36.15,0.623,0.0,1,44.27,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 09:40:00,9,40,397.16,41.74,0.631,0.0,3,40.74,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 09:45:00,9,45,406.53,32.18,0.627,0.0,1,43.48,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 09:50:00,9,50,372.32,35.18,0.595,0.0,3,40.36,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 09:55:00,9,55,446.89,36.11,0.722,0.0,2,50.66,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 10:00:00,10,0,374.06,41.79,0.578,0.0,3,35.33,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 10:05:00,10,5,353.69,43.75,0.597,0.0,3,40.86,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 10:10:00,10,10,307.54,41.11,0.564,0.0,4,32.41,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 10:15:00,10,15,309.54,41.9,0.501,0.0,4,28.92,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 10:20:00,10,20,240.17,47.23,0.451,0.0,3,35.36,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 10:25:00,10,25,320.7,39.89,0.579,0.0,3,27.09,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 10:30:00,10,30,373.78,38.86,0.606,0.0,3,36.16,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 10:35:00,10,35,282.95,37.28,0.52,0.0,2,36.92,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 10:40:00,10,40,342.63,38.61,0.586,0.0,4,36.01,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 10:45:00,10,45,374.34,35.65,0.669,0.0,4,37.77,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 10:50:00,10,50,276.85,39.09,0.434,0.0,3,41.55,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 10:55:00,10,55,294.79,36.42,0.512,0.0,1,37.62,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 11:00:00,11,0,299.44,42.9,0.513,0.0,4,38.51,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 11:05:00,11,5,271.91,43.96,0.482,0.0,4,34.1,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 11:10:00,11,10,352.18,36.75,0.513,0.0,1,39.15,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 11:15:00,11,15,295.31,41.71,0.496,0.0,1,38.75,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 11:20:00,11,20,307.5,39.61,0.56,0.0,1,34.51,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 11:25:00,11,25,256.39,44.9,0.447,0.0,1,30.56,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 11:30:00,11,30,293.86,35.54,0.499,0.0,1,37.37,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 11:35:00,11,35,275.32,43.38,0.461,0.0,3,29.65,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 11:40:00,11,40,293.24,45.39,0.458,0.0,1,33.29,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 11:45:00,11,45,316.55,45.72,0.54,0.0,4,34.34,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 11:50:00,11,50,289.2,40.73,0.507,0.0,1,30.77,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 11:55:00,11,55,254.21,41.82,0.422,0.0,2,24.64,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 12:00:00,12,0,308.12,39.94,0.508,0.0,1,36.74,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 12:05:00,12,5,279.21,42.4,0.451,0.0,3,40.32,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 12:10:00,12,10,314.66,39.76,0.526,0.0,3,37.9,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 12:15:00,12,15,268.97,41.95,0.505,0.0,4,38.33,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 12:20:00,12,20,279.83,35.71,0.476,0.0,3,25.84,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 12:25:00,12,25,303.9,32.96,0.47,0.0,2,31.4,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 12:30:00,12,30,317.58,40.55,0.484,0.0,2,37.33,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 12:35:00,12,35,301.82,38.03,0.532,0.0,2,36.72,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 12:40:00,12,40,289.48,45.45,0.492,0.0,1,41.68,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 12:45:00,12,45,288.63,38.7,0.543,0.0,4,36.29,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 12:50:00,12,50,317.93,44.01,0.515,0.0,3,38.19,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 12:55:00,12,55,252.27,41.58,0.46,0.0,1,30.87,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 13:00:00,13,0,361.57,39.25,0.604,0.0,3,38.53,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 13:05:00,13,5,398.2,35.42,0.619,0.0,2,34.56,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 13:10:00,13,10,268.22,39.45,0.473,0.0,1,36.67,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 13:15:00,13,15,282.81,41.4,0.506,0.0,2,31.74,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 13:20:00,13,20,291.24,46.24,0.456,0.0,1,35.95,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 13:25:00,13,25,364.77,38.63,0.553,0.0,3,22.95,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 13:30:00,13,30,325.95,44.48,0.548,0.0,4,30.81,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 13:35:00,13,35,322.43,39.77,0.498,0.0,2,26.74,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 13:40:00,13,40,313.71,44.57,0.509,0.0,2,37.58,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 13:45:00,13,45,319.7,34.62,0.547,0.0,4,38.81,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 13:50:00,13,50,290.71,37.86,0.475,0.0,4,37.23,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 13:55:00,13,55,273.72,42.07,0.465,0.0,3,42.26,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 14:00:00,14,0,366.92,34.21,0.631,0.0,4,32.94,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 14:05:00,14,5,336.99,40.17,0.496,0.0,2,32.97,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 14:10:00,14,10,286.61,44.52,0.449,0.0,3,37.62,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 14:15:00,14,15,279.25,35.71,0.504,0.0,1,34.29,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 14:20:00,14,20,345.84,41.87,0.532,0.0,2,43.34,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 14:25:00,14,25,289.55,36.27,0.488,0.0,1,41.06,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 14:30:00,14,30,279.15,44.22,0.437,0.0,2,26.47,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 14:35:00,14,35,373.2,34.91,0.576,0.0,4,36.36,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 14:40:00,14,40,333.65,42.18,0.545,0.0,1,36.94,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 14:45:00,14,45,298.45,43.55,0.494,0.0,3,32.82,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 14:50:00,14,50,349.0,31.52,0.597,0.0,4,33.77,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 14:55:00,14,55,239.59,42.92,0.41,0.0,3,30.18,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 15:00:00,15,0,265.38,39.97,0.439,0.0,3,40.25,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 15:05:00,15,5,298.95,37.06,0.53,0.0,2,34.93,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 15:10:00,15,10,261.68,39.24,0.453,0.0,1,38.43,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 15:15:00,15,15,240.39,47.88,0.411,0.0,2,27.52,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 15:20:00,15,20,286.08,42.79,0.495,0.0,2,37.24,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 15:25:00,15,25,312.04,34.78,0.549,0.0,2,38.89,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 15:30:00,15,30,309.75,43.1,0.525,0.0,1,25.7,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 15:35:00,15,35,278.57,40.53,0.485,0.0,3,30.53,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 15:40:00,15,40,321.7,41.19,0.562,0.0,1,30.4,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 15:45:00,15,45,298.71,41.25,0.528,0.0,2,38.7,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 15:50:00,15,50,274.88,44.19,0.532,0.0,3,43.41,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 15:55:00,15,55,286.24,43.29,0.461,0.0,3,36.01,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 16:00:00,16,0,307.86,39.74,0.546,0.0,4,43.99,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 16:05:00,16,5,304.82,38.45,0.511,0.0,1,29.59,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 16:10:00,16,10,293.83,43.27,0.532,0.0,4,34.39,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 16:15:00,16,15,269.1,42.61,0.483,0.0,4,29.58,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 16:20:00,16,20,283.36,40.49,0.497,0.0,3,33.4,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 16:25:00,16,25,275.92,40.06,0.49,0.0,4,31.86,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 16:30:00,16,30,263.21,36.58,0.431,0.0,2,42.19,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 16:35:00,16,35,309.5,31.36,0.558,0.0,1,34.41,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 16:40:00,16,40,263.44,41.72,0.439,0.0,4,31.24,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 16:45:00,16,45,350.78,44.24,0.572,0.0,4,44.53,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 16:50:00,16,50,293.31,44.45,0.481,0.0,2,39.26,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 16:55:00,16,55,304.17,40.39,0.523,0.0,3,35.16,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 17:00:00,17,0,465.01,36.21,0.665,0.0,1,37.09,90,4,1,1.0,rainy,0,0,0.0
A,2026-06-01 17:05:00,17,5,419.62,35.29,0.641,0.0,4,35.29,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 17:10:00,17,10,382.84,33.65,0.553,0.0,1,42.32,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 17:15:00,17,15,400.93,39.98,0.638,0.0,4,41.86,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 17:20:00,17,20,413.37,29.77,0.633,0.0,2,48.22,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 17:25:00,17,25,391.85,36.67,0.621,0.0,1,39.96,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 17:30:00,17,30,385.75,37.82,0.625,0.0,3,34.32,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 17:35:00,17,35,390.56,34.04,0.612,0.0,2,52.3,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 17:40:00,17,40,420.2,40.17,0.636,0.0,3,44.78,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 17:45:00,17,45,415.98,30.04,0.69,0.0,2,44.65,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 17:50:00,17,50,437.62,34.01,0.732,0.0,1,41.17,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 17:55:00,17,55,404.51,40.33,0.649,0.0,4,42.03,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 18:00:00,18,0,414.79,38.67,0.676,0.0,4,41.56,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 18:05:00,18,5,412.82,35.62,0.654,0.0,1,48.0,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 18:10:00,18,10,442.9,36.97,0.695,0.0,4,33.38,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 18:15:00,18,15,430.41,34.45,0.734,0.0,3,39.58,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 18:20:00,18,20,405.62,33.11,0.636,0.0,3,41.45,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 18:25:00,18,25,421.49,36.56,0.647,0.0,2,42.17,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 18:30:00,18,30,415.25,32.94,0.636,0.0,2,47.52,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 18:35:00,18,35,404.63,37.71,0.658,0.0,3,43.15,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 18:40:00,18,40,409.62,35.84,0.632,0.0,3,45.02,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 18:45:00,18,45,471.13,36.12,0.712,0.0,3,48.57,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 18:50:00,18,50,405.62,36.54,0.615,0.0,2,41.7,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 18:55:00,18,55,409.8,39.61,0.631,0.0,2,45.35,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 19:00:00,19,0,431.85,34.1,0.637,0.0,1,33.72,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 19:05:00,19,5,396.26,38.15,0.636,0.0,4,45.1,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 19:10:00,19,10,360.84,38.63,0.584,0.0,4,31.1,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 19:15:00,19,15,439.3,34.05,0.692,0.0,4,39.5,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 19:20:00,19,20,391.84,41.36,0.592,0.0,1,45.39,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 19:25:00,19,25,387.75,39.85,0.599,0.0,4,37.7,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 19:30:00,19,30,410.4,30.82,0.716,0.0,4,42.55,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 19:35:00,19,35,411.22,36.15,0.657,0.0,4,42.59,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 19:40:00,19,40,457.88,37.68,0.667,0.0,3,41.7,90,4,1,1.0,cloudy,0,0,0.0
A,2026-06-01 19:45:00,19,45,399.06,32.81,0.622,0.0,1,36.43,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 19:50:00,19,50,429.38,35.9,0.708,0.0,2,39.07,90,4,1,1.0,sunny,0,0,0.0
A,2026-06-01 19:55:00,19,55,504.99,29.98,0.744,0.0,3,42.55,90,4,1,1.0,rainy,0,0,0.0
A,2026-06-01 20:00:00,20,0,215.47,43.43,0.432,0.0,3,35.04,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 20:05:00,20,5,237.34,45.33,0.45,0.0,3,42.9,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 20:10:00,20,10,233.28,45.99,0.397,0.0,1,37.6,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 20:15:00,20,15,264.75,39.84,0.512,0.0,1,39.2,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 20:20:00,20,20,240.72,44.07,0.428,0.0,3,40.67,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 20:25:00,20,25,221.06,43.02,0.408,0.0,4,31.25,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 20:30:00,20,30,236.71,42.81,0.407,0.0,1,24.51,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 20:35:00,20,35,217.7,43.55,0.413,0.0,1,41.44,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 20:40:00,20,40,310.63,40.86,0.506,0.0,2,24.99,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 20:45:00,20,45,213.32,43.32,0.437,0.0,2,40.1,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 20:50:00,20,50,209.77,48.17,0.402,0.0,1,35.55,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 20:55:00,20,55,197.26,39.86,0.379,0.0,2,33.18,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:00:00,21,0,270.15,38.58,0.463,0.0,2,32.94,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:05:00,21,5,201.04,43.1,0.343,0.0,3,34.58,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:10:00,21,10,229.35,45.66,0.401,0.0,1,39.27,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:15:00,21,15,214.68,42.65,0.426,0.0,2,36.83,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:20:00,21,20,215.87,38.22,0.468,0.0,2,44.67,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:25:00,21,25,199.83,45.75,0.375,0.0,1,28.39,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:30:00,21,30,225.2,42.21,0.489,0.0,2,30.6,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 21:35:00,21,35,217.28,41.59,0.331,0.0,2,31.43,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:40:00,21,40,197.09,44.33,0.425,0.0,1,34.78,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:45:00,21,45,231.48,45.19,0.41,0.0,4,38.64,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:50:00,21,50,198.54,41.48,0.398,0.0,2,35.43,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 21:55:00,21,55,233.36,38.88,0.468,0.0,2,42.76,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 22:00:00,22,0,241.9,43.68,0.386,0.0,4,32.94,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 22:05:00,22,5,251.34,39.93,0.461,0.0,3,31.02,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 22:10:00,22,10,220.23,42.85,0.444,0.0,3,32.59,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 22:15:00,22,15,220.01,46.1,0.389,0.0,1,34.42,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 22:20:00,22,20,306.99,38.3,0.53,0.0,3,33.13,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 22:25:00,22,25,253.4,46.05,0.448,0.0,4,36.82,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 22:30:00,22,30,236.92,43.88,0.395,0.0,2,36.25,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 22:35:00,22,35,224.39,37.2,0.407,0.0,1,32.8,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 22:40:00,22,40,207.17,44.81,0.37,0.0,4,29.21,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 22:45:00,22,45,253.76,41.37,0.38,0.0,4,33.74,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 22:50:00,22,50,214.05,45.39,0.387,0.0,1,39.02,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 22:55:00,22,55,234.62,47.74,0.387,0.0,1,36.88,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 23:00:00,23,0,178.31,44.88,0.393,0.0,4,36.14,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 23:05:00,23,5,157.84,49.03,0.307,0.0,3,25.61,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 23:10:00,23,10,191.63,41.44,0.461,0.0,1,38.29,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 23:15:00,23,15,151.78,53.5,0.301,0.0,1,32.37,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 23:20:00,23,20,197.07,39.83,0.403,0.0,3,33.74,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 23:25:00,23,25,163.76,44.49,0.331,0.0,4,33.12,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 23:30:00,23,30,161.33,46.83,0.332,0.0,1,39.31,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 23:35:00,23,35,167.91,48.92,0.306,0.0,4,39.8,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 23:40:00,23,40,153.95,46.35,0.34,0.0,4,37.78,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-01 23:45:00,23,45,121.41,41.6,0.291,0.0,4,33.41,90,4,0,1.0,rainy,0,0,0.0
A,2026-06-01 23:50:00,23,50,121.27,51.72,0.275,0.0,3,30.42,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-01 23:55:00,23,55,105.58,46.2,0.295,0.0,4,44.31,90,4,0,1.0,sunny,0,0,0.0
A,2026-06-02 00:00:00,0,0,178.09,43.49,0.349,0.0,3,33.98,90,4,0,1.0,cloudy,0,0,0.0
A,2026-06-02 00:05:00,0,5,167.47,43.49,0.366,0.0,1,34.96,90,4,0,1.0,cloudy,0,0,0.0
